id,hash,label
2023-11_no_manage_subscriptions_section,4037560221,No Manage Subscriptions Section
2023-11_safety_hub_inapp_appeal_ingestion,36882392,Safety Hub In App Appeals Ingestion
2023-11_seasonal_gifting,3338888279,Seasonal Gifting 2023
2023-11_seasonal_gifting_marketing_2023,3863309922,Seasonal Gifting Marketing 2023
2023-11_secure_frames_encryption_guilds,2916044329,Allowing testing secure frames for voice/video (Guilds)
2023-11_shop_for_all_full_launch_nitro_user_upsell,4212844827,Shop For All Full Launch Nitro User Upsell Experiment
2023-11_soundboard_recently_heard_frequently_played,3577312222,Soundboard Recently Heard & Frequently Played
2023-11_totally_benign_and_non_controversial_notification_tweaks,1580712211,Notification Changes
2023-11_uu_one_click,3151821390,Unique Username one click
2023-11_video_quality_measurement_hwdec,2446445026,Video Quality Measurement Hardware Decoding
2023-11_video_quality_measurement_hwdec_v1,622606997,Video Quality Measurement Hardware Decoding
2023-11_voice_activity_in_profile,435681572,Voice Activity in Profile
2023-11_voice_activity_notification_guild,3997016690,General Voice Channel Notifications for Guild
2023-11_voice_activity_notification_user,2966119607,Voice Activity Notifications for User
2023-11_xbox_game_invites,4094597383,Xbox Game Invites Experiment
2023-12_2023_eoy_ringtone,654872987,EOY Ringtone 2023
2023-12_attachment_link_refresh,766962839,Attachment Link Refresh User Experiment
2023-12_collectibles_gifting_dm_entrypoint,2857042185,Collectibles Gifting From DM's
2023-12_collectibles_shop_marketing,488433301,Collectibles Shop Marketing Variations
2023-12_eslatam_launch,518502765,ES LATAM Launch
2023-12_friend_suggestion_seen_state,1821275338,Friend Suggestions Seen State
2023-12_guild_members_table_safety_signal_filters,1004673763,Guild Members Table Safety Signals
2023-12_krunker_strike_coachmark,1296191863,Krunker Strike Coachmark
2023-12_marketing_automation_experiment,2969274422,Marketing Automation
2023-12_mobile_redesign_nav_peek_existing_users,918744516,Mobile Redesign - Nav Experiment: Peek - Existing Users
2023-12_mobile_redesign_nav_peek_new_users,1979408598,Mobile Redesign - Nav Experiment: Peek - New Users
2023-12_mobile_redesign_notif_tab_existing_users,3709066013,Mobile Redesign - Notification Tab - Existing Users
2023-12_mobile_redesign_notif_tab_new_users,2653568078,Mobile Redesign - Notification Tab - New Users
2023-12_nitro_standard_wow_moment_experiment,418762923,Productionize Nitro Standard Flying Wumpus Wow Moment
2023-12_nv_relaxed_rate_control,3216770283,Alternative rate control proposal for Nvidia encoder
2023-12_pause_subscriptions_experiment,1522152287,Pause Subscriptions Experiment
2023-12_quests,2582794089,Quests
2023-12_voice_lockscreen_widget,3182686365,Voice live activity (guild)
2024-01_all_perks,1613323547,All Perks
2024-01_app_launcher_onboarding,703887814,App Launcher - Onboarding
2024-01_auto_disable_video_mobile_v2,1814449668,Mobile performance: VideoHealthManager (v2)
2024-01_chunked_message_attachment_uploads,2992238206,Use chunked uploads for message attachments
2024-01_collectibles_shop_cyberpunk_marketing,2718628725,Shop Cyberpunk In App Marketing Experiment
2024-01_create_gdm_polls,3969506586,Create GDM Polls
2024-01_developers_get_developer_shelf,1459591700,Developers Get Developer Shelf
2024-01_enhanced_hd_streaming_roadblock,430533047,Enhanced HD Streaming Roadblock
2024-01_enhanced_HD_streaming_roadblock,4291495091,Enhanced HD Streaming Roadblock
2024-01_expanded_gift_entry_points_gift_inventory,819931368,Expanded Gift Entry Points - Gift Inventory
2024-01_expanded_gift_entry_points_profile_panel,869298046,Expanded Gift Entry Points - Profile Panel
2024-01_expiring_status,2976448192,Expiring status Experiment 
2024-01_explicit_media_sender_false_positive,3730176707,Explicit Media Sender False Positive
2024-01_guild_gaming_voice_activity,1280907668,Guild Gaming Voice Activity
2024-01_guild_members_table_additional_filtering,1640304679,Guild Members Table Additional Filtering
2024-01_h265_desktop_decode,124383374,H.265 Desktop Decode
2024-01_inappropriate_conversation_warning,1265607294,Inappropriate Conversation Warning
2024-01_inappropriate_conversation_warning_staff_bypass,1562571052,Inappropriate Conversation Warning Staff Bypass
2024-01_mention_on_all_messages,3038837490,Mention on all messages
2024-01_mobile_shop,3754515692,Mobile Shop Experiment
2024-01_nvencadaptivekeyframe,3032307853,nvenc adaptive key frame interval
2024-01_omnibutton_file_upload_subtext,1193116937,Omnibutton File Upload Subtext
2024-01_otp_skus,1604627189,OTP SKUs
2024-01_per_guild_pfx,2261244652,Per-guild Profile Effects / Avatar Decoration Experiment
2024-01_quiet_mode,711383732,Quiet Mode (dnd-equivalent) Experiment 
2024-01_reactivation_user_discount_offer_experiment,4279678064,Reactivation User Discount Offer
2024-01_rpc_analytics_killswitch,305964783,RPC Server Analytics Killswitch
2024-01_safety_hub_display_guild_violations,1136043234,Safety Hub Display Guild Violations
2024-01_shop_lunar_new_year_drop_upsell,2703753090,Shop Lunar New Year In App Marketing Experiment
2024-01_unreads,2883062585,Unreads Experiment (grey-dot mode)
2024-01_uu_forced_migration,3867848536,Unique Username Forced Migration UI
2024-01_voice_call_backgrounds_mobile,326566519,Custom backgrounds for mobile voice calls
2024-01_voice_channel_game_activity,3575725749,Voice Channel Game Activity
2024-01_voice_user_game_activity,1400973357,Voice User Game Activity
2024-01_windows_key_frame_interval,2961250399,Windows key frame interval
2024-02_activity_react_reply,1210736186,Activity React Reply
2024-02_activityiframemountfromgatewayupdate,1678972737,mount activity iframe in response to gateway update
2024-02_all_marketing_page_optimization_phase_1,336769699,Marketing Page Optimizations - Phase 1
2024-02_app_storefront,3943467861,App Storefront
2024-02_applaunchermobilenew,2165998604,App Launcher - Mobile
2024-02_audio_short_circuit,2886828494,Audio processing short circuiting
2024-02_churn_user_discount_offer_experiment,2351506768,Churn User Discount Offer
2024-02_clans,3992461313,Clans
2024-02_clips_quality_decoupling,2198288410,Clips quality decoupling
2024-02_collectibles_anime_v2_marketing,3989121258,Anime V2 marketing Experiment
2024-02_collectibles_shop_elements_marketing,3290168049,Collectibles Shop Marketing Experiment - Elements
2024-02_desktop_animated_icons,151550492,Desktop animated icons
2024-02_emoji_picker_upload_desktop,350727084,Desktop: Consistently show the Emoji Picker Upload button at the start of emoji lists
2024-02_emoji_suggestions,867058171,Emoji Suggestions Experiment
2024-02_family_center_vc_join,3569895137,Family Center VC Join
2024-02_h265_for_windows_with_amd,1262174733,Test H.265 on Windows with the AMD hardware encoder
2024-02_hide_member_list_activities,1585236473,Hide member list activities
2024-02_image_load_metrics,476313123,Image load metrics Config User Experiment
2024-02_navi_bar_existing_users,3520090265,Mobile Redesign - Nav Experiment: You Bar - Existing Users
2024-02_navi_bar_new_users,2455953431,Mobile Redesign - Nav Experiment: You Bar - New Users
2024-02_nitro_badge_on_emoji_hover,3112993043,Nitro Badge on Emoji Hover
2024-02_nitro_custom_emoji_perk_roadblock,4041111924,Nitro Custom Emoji Perk Roadblock
2024-02_nitro_emoji_autocomplete_upsell,1090687199,Emoji Autocomplete Upsells
2024-02_nitro_tenure_rewards,1967357639,Nitro Tenure Reward Experiment
2024-02_nvenc_new_presets,1871481173,nvenc new presets
2024-02_safety_hub_guild_violation_in_app_appeals,668094544,Safety Hub Guild Violation In App Appeals
2024-02_v1_content_inventory_feed,1747551262,V1 Feed of the content inventory
2024-03_access_af,2386857118,q:thinking:
2024-03_airpods_mute_support,2035601025,Support for muting/unmuting via AirPods
2024-03_ait_guild_entry_point,1979035979,Activities in Text Guild Experiment w/ new Entry Point
2024-03_amd_vdec_tests_1,1872798231,"GPU Workarounds: AMD video decode tests 1 (1002:15d8, 1002:15dd, 1002:1636, 1002:1638, 1002:164c, 1002:1681, 1002:67ef, 1002:67df, 1002:731f, 1002:7340, 1002:73bf, 1002:73ef, 1002:73df, 1002:73ff, 1002:743f, 1002:744c, 1002:747e, 1002:7480)"
2024-03_annual_discounts_experiment,3169402205,Test price for standard annual plan utilizing discount framework
2024-03_clan_discovery,2443034,Clan discovery
2024-03_clickstream_analytics,937474337,Clickstream Analytics
2024-03_collectibles_springtoons_marketing,2818518480,Springtoons marketing experiment
2024-03_content_inventory_memberlist_and_ranker,3541906113,Enables the memberlist content feed
2024-03_content_inventory_ranker_client_dummy,826622459,Tracks exposure for which ranker bucket the user is in. This is here to test an exposure bug
2024-03_content_inventory_surface_holdout,3738481102,Content Inventory Surface Holdout
2024-03_explicit_content_adult_defaults,2540058718,Explicit Media Redaction New Setting Defaults
2024-03_friend_finder_selected_states,3744134882,Friend Finder State Experiment
2024-03_gateway_zstd,3940464351,Gateway Zstd compression
2024-03_gdm_facepiles_desktop,2728749069,Group DM Facepiles (Desktop)
2024-03_gdm_presence,1948031068,Group DM Presence
2024-03_holdout_bug_main_right_way,2112082891,Holdout Bug Experiment Right Way (pls ignore)
2024-03_holdout_bug_main_wrong_way,2448001788,Holdout Bug Experiment Wrong Way (pls ignore)
2024-03_krisp_sentiment,2156584863,override krisp setting
2024-03_media_play_metrics,465715532,Media play metrics User Experiment
2024-03_metrics_endpoint_v2,1779058233,Metrics V2 Endpoint Rollout
2024-03_nitro_branded_attachment,2686946511,Nitro branded border and pill on large attachment hover
2024-03_nitro_home_header_experiment,710457649,Nitro Home Header
2024-03_nitro_tenure_reward_card,2962984975,Nitro Tenure Reward Card
2024-03_packages,845634770,Packages
2024-03_passwordless_login,2467249597,Passwordless Login
2024-03_perks_demo_hd_streaming,2082116856,Perks Demo: HD Streaming
2024-03_polls_coachmark,1325121101,Show coachmark for poll creation entry point in guild
2024-03_premium_offer_generic_endpoint,3577879213,Premium Offer Generic Endpoint
2024-03_profile_mutuals,3478646609,Profile Mutuals
2024-03_quest_bar_progress_cta,1001340284,Quest Bar Progress CTA
2024-03_quests_activity_quest,1874994306,Activity Quest
2024-03_quests_client_monitoring,2848826960,Quests client monitoring experiment
2024-03_quests_members_list_entrypoint,950109088,Quests Members List Entrypoint
2024-03_referral_program_recipient,1203883687,Referral Program Recipient Experience
2024-03_referral_program_sender,2843439589,Referral Program Sender Experience
2024-03_remb_experiment,3962844131,Bandwidth Estimation - REMB
2024-03_simplified_profile_phase_one,526435992,Simplified Profile Experiment
2024-03_social_proof_hd_streaming,913903122,Social proof in HD streaming upsell
2024-03_unreads_new_users,1135801489,Unreads Experiment (grey-dot mode) (new users)
2024-03_user_recent_games,2769393059,Recent Games
2024-03_user_recent_games_api,84992422,Recent Games API
2024-03_valorant_admin_signup,2999880206,Valorant Admin Signup
2024-03_valorant_user_signup,950315547,Valorant User Signup
2024-03_web_audio_api_rollout,542528704,Web Audio API Rollout
2024-04_app_launcher_recommendation,3181664439,App Recommendations in App Launcher
2024-04_april_marketing_moment_experiment,2205050281,2024 April Marketing Moment
2024-04_april_marketing_moment_incentive_experiment,1762417097,2024 April Marketing Moment Incentive
2024-04_audio_short_circuit_guild,2830925563,Audio processing short circuiting (guild)
2024-04_call_experience,2176811020,call experience
2024-04_call_experience_enhanced,3729462820,call experience enhanced
2024-04_changelog,977357519,New Changelog Messages
2024-04_clan_guilds,3402440853,Clans guild experiment
2024-04_collectibles_lofi_vibes_marketing,5008486,Lofi Vibes marketing experiment
2024-04_concurrent_quests,3093464864,Concurrent Quests
2024-04_content_inventory_listened_media,1355948205,Content Inventory: LISTENED_MEDIA
2024-04_content_inventory_voice_enrichments,231697094,Experimental enrichments
2024-04_custom_notification_sound_web,1788171924,Custom Notification Sound for Desktop
2024-04_emoji_suggestions,2981535631,Emoji Suggestions Experiment
2024-04_game_settings_merge,1248071225,Game Settings Merge
2024-04_gateway_zstd_verification,3817568922,Gateway Zstd Verification
2024-04_gdm_presence,2244369299,Group DM Presence
2024-04_genshin_admin_signup,1087745567,Genshin Admin Signup
2024-04_genshin_user_signup,472742731,Genshin User Signup
2024-04_go_live_simulcast,2353385375,Go Live Simulcast
2024-04_hang_status_v2,1512150978,Hang Statuses - V2 experiment
2024-04_hd_streaming_parent,3775594731,HD Streaming Parent
2024-04_iar_message_dislike,2210708007,IAR Message Dislike
2024-04_keyword_filter_experiment,1751765672,Replace registered keywords with asterisks
2024-04_markdown_subtext,673657872,Subtext Markdown
2024-04_marketing_page_non_sub_perk_tile_order,3078306920,Changes the order of the non-subscriber perk tiles
2024-04_memberlist_hover_interactions,387275798,Memberlist Hover Interactions
2024-04_memberlist_one_click_reply,2979926240,Memberlist One Click Reply
2024-04_memberlist_share_to_channel,1833197772,Memberlist Share To Channel
2024-04_merged_tabs_existing_users,4169027466,Mobile Redesign - Merge Tabs Last Stand Experiment - Existing Users
2024-04_merged_tabs_new_users,3576355419,Mobile Redesign - Merge Tabs Last Stand Experiment - New Users
2024-04_premium_marketing_tab_display_timing_experiment,3299254846,2024 Premium Marketing Tab Display Timing Experiment
2024-04_quest_playtime_task,1384988818,Quest Playtime Task
2024-04_quest_preview_tool,3368313611,Quest Preview Tool
2024-04_quests_logging,278740984,Quests Logging
2024-04_rollout_for_vic,2166544765,Amazon Music Connection
2024-04_server_peek,2438939149,Change the guild tooltip
2024-04_shop_marketing_badge,3087218047,Shop Marketing New Badge Design Experiment
2024-04_video_decoder_reset_fallback,3988058566,Video decoder reset/fallback on errors
2024-05_activity_death_by_ai_mini_shelf_banner,3846420157,Actvity Death By AI Mini-Shelf Banner
2024-05_av1_hardware_decode_electron,3688581780,AV1 hardware decode
2024-05_brand_refresh_desktop_may_24,456102559,Brand Refresh Desktop Experiment May 2024
2024-05_brand_refresh_perks_experiment,1967110412,Brand Refresh Perks Experiment
2024-05_clans_general,2726789090,Clans General
2024-05_clans_genshin_pilot,2436536485,Clans Genshin Pilot
2024-05_clans_genshin_prepilot,4170279307,Clans Genshin Prepilot
2024-05_clans_valorant_pilot,3272697562,Clans Valorant Pilot
2024-05_clans_valorant_prepilot,1397046415,Clans Valorant Prepilot
2024-05_clientside_recently_online_desktop,4231847915,Recently Online Clientside Desktop
2024-05_collectibles_hover_preview,1501181338,Collectibles Hover Preview Experiment
2024-05_collectibles_shop_bundle,2635331203,Collectibles Shop Bundle
2024-05_color_mixed_desktop_client_themes,3262350988,Better Desktop Client Themes
2024-05_content_inventory_games_rich_presence,878040044,Content Inventory: Rich Presence for Games
2024-05_content_inventory_top_artist_cards,2933142378,Content Inventory: TOP_ARTIST cards
2024-05_desktop_user_settings_search,1800298008,Desktop User Settings Search
2024-05_desktop_visual_refresh,1585279012,Desktop Visual Refresh
2024-05_discount_model_data_collection,2631310213,Discount Model Data Collection
2024-05_enable_stripe_link_on_split_cardelement,2700487382,Enable Stripe Link Experiment on Split CardElement
2024-05_file_upload_desktop_upsell,2142429811,File Upload Desktop Upsell
2024-05_hiding_window_disables_video,1749555752,Hiding Window Disables Incoming Video
2024-05_iar_spam_reorder,1000552881,IAR Spam Reorder
2024-05_june_2024_marketing_moment,2234275423,June 2024 Marketing Moment
2024-05_june_2024_new_app_styles_whats_new_card,3528026688,June 2024 New App Styles Whats New Card
2024-05_june_2024_new_app_styles_whats_new_Card,3705672942,June 2024 New App Styles Whats New Card
2024-05_marketing_page_hero_header_v2,1412791758,Marketing page hero header v2
2024-05_message_forwarding,2255117514,Message forwarding
2024-05_premium_tier_cards_experiment,310211676,Test tier card position and content modifications
2024-05_pride_month_perks_experiment,4117501358,Pride Month Perks Experiment
2024-05_quest_bar,4231678187,Quest Bar
2024-05_quest_home,1633289124,Quest Home
2024-05_rapidash_prepilot_applications,1705671225,Rapidash Prepilot Application Gate
2024-05_referral_program_whats_new_card,1756005051,Referral Program Whats New Card
2024-05_secure_frames_ui_rollout,474159616,Secure Frames Rollout
2024-05_server_profiles,821978822,Server Profiles
2024-05_server_settings_in_user_settings,1348950821,Server privacy settings in user settings menu
2024-05_simplified_profile_friending,1094016555,Simplified Profile Friending Experiment
2024-05_throughline_care,2558990028,Throughline Care Experiment
2024-05_tunein_minishelf_banner,2247494581,Actvity TuneIn Mini-Shelf Banner
2024-05_whats_new_cards_v2_experiment,728629547,Whats new bento boxes
2024-06_activity_bopz_io_mini_shelf_banner,425618690,Actvity BOPZ.io Mini-Shelf Banner
2024-06_activity_rythm_mini_shelf_banner,3756576463,Activity Rythm Mini-Shelf Banner
2024-06_amazon_music_activity_shelf_banner,1336832856,Amazon Music Activity Shelf Promo Banner
2024-06_amd_av1_video_encoding,1887363890,Test how AV1 works on windows with AMD GPU
2024-06_android_shopp,3414354320,Android Shop Experiment
2024-06_app_storefront_message_embeds,276020776,Storefront Message Embed
2024-06_bogo_promotion_marketing_materials,3312664982,Summer BOGO Marketing Materials
2024-06_checkout_recovery_nagbar_test,2984314285,Testing
2024-06_clans_mobile_tags,2784886225,Clans - Mobile
2024-06_collectibles_shop_use_now,3110814161,Collectibles Shop Use Now
2024-06_content_entry_embed,1466873010,Content Inventory Embed
2024-06_ctp_app_open_everyone,3950566842,CTP app open - A/A test - Everyone
2024-06_ctp_app_open_filters,3146386527,CTP app open - A/A test - Filters
2024-06_ctp_app_open_multiple_buckets,160851838,CTP app open - A/A test - Multiple buckets
2024-06_ctp_app_open_uneven_buckets,3785125664,CTP app open - A/A test - Uneven buckets
2024-06_ctp_app_open_vanilla,3140086051,CTP app open - A/A test - Vanilla
2024-06_ctp_delta_vanilla,4257547968,CTP Delta Vanilla - A/A test
2024-06_ctp_voice_call_everyone,3056661591,CTP voice call - A/A test - Everyone
2024-06_ctp_voice_call_filters,1950006063,CTP voice call - A/A test - Filters
2024-06_ctp_voice_call_multiple_buckets,967281137,CTP voice call - A/A test - Multiple buckets
2024-06_ctp_voice_call_uneven_buckets,1085782314,CTP voice call - A/A test - Uneven buckets
2024-06_ctp_voice_call_vanilla,1444157241,CTP voice call - A/A test - Vanilla
2024-06_deprecate_old_settings_rollout,2154116580,Deprecate old settings rollout
2024-06_desktop_app_launcher_in_activities_shelf,2442141621,Desktop App Launcher In Activities Shelf
2024-06_enhanced_custom_status,3903029744,Enhanced Custom Status Experiment
2024-06_frecency_list_split,1650926153,Frecency List Split
2024-06_friends_with_nitro_on_profile_side_panel_experiment,364434712,Friends with Nitro on Profile Side Panel
2024-06_game_profile,3223807078,Enables the Game Profile
2024-06_game_profile_experiment,1666007237,Enables the Game Profile
2024-06_hardware_hevc_nv_gtx_970,1226029546,GPU Workarounds: NVIDIA hardware HEVC decode on GTX 970 (10de:13c2)
2024-06_hardware_hevc_nv_maxwell,3299391845,"GPU Workarounds: NVIDIA hardware HEVC decode on Maxwell (except 970) (10de:1340, 10de:1341, 10de:1344, 10de:1346, 10de:1347, 10de:1348, 10de:1349, 10de:134b, 10de:134d, 10de:134e, 10de:134f, 10de:137a, 10de:137b, 10de:1380, 10de:1381, 10de:1382, 10de:1390, 10de:1391, 10de:1392, 10de:1393, 10de:1398, 10de:1399, 10de:139a, 10de:139b, 10de:139c, 10de:139d, 10de:13b0, 10de:13b1, 10de:13b2, 10de:13b3, 10de:13b4, 10de:13b6, 10de:13b9, 10de:13ba, 10de:13bb, 10de:13bc, 10de:13c0, 10de:13d7, 10de:13d8, 10de:13d9, 10de:13da, 10de:13f0, 10de:13f1, 10de:13f2, 10de:13f3, 10de:13f8, 10de:13f9, 10de:13fa, 10de:13fb, 10de:1401, 10de:1406, 10de:1407, 10de:1427, 10de:1617, 10de:1618, 10de:1619, 10de:161a, 10de:1667, 10de:174d, 10de:174e, 10de:179c, 10de:17c2, 10de:17c8, 10de:17f0, 10de:17f1, 10de:17fd)"
2024-06_hd_streaming_desktop_upsell,2144652476,HD Streaming Desktop Upsell
2024-06_hd_streaming_viewer,2445369146,HD Streaming Viewer Upsell
2024-06_leaderboard,3023183097,Leaderboard
2024-06_message_bookmarks,3155441480,For Later - Bookmarks & Reminders
2024-06_message_forward_breadcrumb,3302321270,Message forward breadcrumb
2024-06_message_send_failure,3096022268,Message Send Failure Experiment
2024-06_mobile_app_launcher_in_activities_shelf,3546683530,[Mobile] App Launcher in Activities Shelf
2024-06_outbound_promo_desktop_upsell,2302949395,Upsell Outbound Promos
2024-06_perks_demo_hd_streaming_opt_in,1273017914,Perks Demo: HD Streaming
2024-06_premium_emoji_desktop_upsell,939388181,Premium Emoji Desktop Upsell
2024-06_premium_feature_apperance_upsell_desktop,1276606570,Premium Client Themes / App Icons Desktop Upsell
2024-06_premium_soundboard_desktop_upsell,34387210,Premium Soundboard Desktop Upsell
2024-06_profile_engagement_ctas,1411781330,Simplified Profile Primary Engagement Ctas
2024-06_profile_react_reply,2931274085,Simplified Profile React Reply
2024-06_quest_inline_console_connection,630483190,Quest Inline Console Connection Experiment
2024-06_repeat_gift_purchase,4075801892,Repeat Gift Purchase
2024-06_rtc_pacer__simulcast,175769529,RTC Pacer & Golive Simulcast
2024-06_rtc_voice_state_sync_experiment,1254450589,RTC and Voice State Desync Fixes
2024-06_simplified_bot_profiles,112351380,Simplified Bot Profiles Experiment
2024-06_simplified_profile_panel_friending,1281004972,Simplified Profile Panel Friending Experiment
2024-06_user_affinities_v2,4050975723,User Affinity V2
2024-07_activity_farm_merge_valley_mini_shelf_banner,753418359,Activity Farm Merge Valley Mini-Shelf Banner
2024-07_activity_launch_via_primary_app_command_in_voice,601014749,Activities - Launch via Primary App Command in Voice
2024-07_activity_roll20_mini_shelf_banner,1396813797,Activity Roll20 Mini-Shelf Banner
2024-07_bogo_countdown,3062760589,BOGO Countdown Experiment
2024-07_cash_app_pay_awareness_campaign,1009437557,cash_app_pay_awareness
2024-07_collectibles_android_shop_clientside,2459707680,Android Shop Experiment
2024-07_contextual_image_recs,4122449375,Contextual Image Recommendations
2024-07_contextual_image_recs_user,2916972233,Contextual Image Recommendations
2024-07_ctp_open_nitro_everyone,2186054133,CTP open nitro - A/A test - Everyone
2024-07_ctp_open_nitro_filters,919330149,CTP open nitro - A/A test - Filters
2024-07_ctp_open_nitro_multiple_buckets,2877495005,CTP open nitro - A/A test - Multiple buckets
2024-07_ctp_open_nitro_uneven_buckets,3652203932,CTP open nitro - A/A test - Uneven buckets
2024-07_ctp_open_nitro_vanilla,893386376,CTP open nitro - A/A test - Vanilla
2024-07_ctp_open_user_settings_everyone,2882656906,CTP open user settings - A/A test - Everyone
2024-07_ctp_open_user_settings_filters,765549105,CTP open user settings - A/A test - Filters
2024-07_ctp_open_user_settings_multiple_buckets,1154689066,CTP open user settings - A/A test - Multiple buckets
2024-07_ctp_open_user_settings_uneven_buckets,3867222182,CTP open user settings - A/A test - Uneven buckets
2024-07_ctp_open_user_settings_vanilla,844414773,CTP open user settings - A/A test - Vanilla
2024-07_ctp_payment_flow_started_everyone,529306240,CTP payment flow started - A/A test - Everyone
2024-07_ctp_payment_flow_started_filters,2963083890,CTP payment flow started - A/A test - Filters
2024-07_ctp_payment_flow_started_filters_,3970884692,CTP payment flow started - A/A test - Filters
2024-07_ctp_payment_flow_started_multiple_buckets,3096398147,CTP payment flow started - A/A test - Multiple buckets
2024-07_ctp_payment_flow_started_uneven_buckets,2006293274,CTP payment flow started - A/A test - Uneven buckets
2024-07_ctp_payment_flow_started_uneven_buckets_,37279897,CTP payment flow started - A/A test - Uneven buckets
2024-07_ctp_payment_flow_started_vanilla,2299950222,CTP payment flow started - A/A test - Vanilla
2024-07_expand_roles_inline,512190380,Expand Roles Inline
2024-07_friend_request_spam_inbox,2045608872,Friend request spam inbox
2024-07_gdm_blocked_user_warning,206457552,GDM Blocked User Warning
2024-07_gift_select_sku_desktop,668833571,Premium Gift Select SKU Select Desktop
2024-07_global_discovery,2456783224,Global Discovery
2024-07_hover_bar_reaction_suggestions,2595288008,Hover Bar Reaction Suggestions
2024-07_icymi,4207551078,In-case-you-missed-it tab
2024-07_icymi_negative_items,501017028,icymi negative content (debugging only)
2024-07_message_forwarding_iterations,3935119824,Message forwarding iterations
2024-07_native_screen_share_picker,1062665695,Use system picker for screen sharing
2024-07_open_platform_app_launcher,4205780956,Open Platform App Launcher
2024-07_persistent_reaction_button,1940896451,Persistent Reaction Button (Desktop)
2024-07_profile_effects_webp,2427580333,Uses WEBP for Profile Effect Assets
2024-07_quest_bar_v2_reward_highlighting,3548239607,Quest Bar V2 Reward Highlighting
2024-07_quest_interactable_expired_crendentials,3385138022,Quest interactable expired crendentials errors
2024-07_quests_mobile_ga,3233521372,Quests Mobile GA
2024-07_rapidash_m3_admins_browse,1691794064,Rapidash M3 Admins Browse
2024-07_rapidash_m3_guilds,1486731487,Rapidash M3 Guilds
2024-07_rapidash_m3_joiners,1526796747,Rapidash M3 Users
2024-07_referral_program_sender_incentive,3017999764,Referral Program Sender Incentive
2024-07_shop_marketing_variants,644476508,Shop Marketing Variants Experiment
2024-07_shop_server_marketing,3230757886,Shop Server Marketing Experiment
2024-07_shy_project,2483448920,Shy Project Marketing Variation
2024-07_sidechain_compression,3312979622,Test sidechain compression
2024-07_sky_load,2472873852,Sky Load
2024-07_user_profile_new_activity_cards,2344802807,User Profile New Activity Cards Experiment
2024-07_user_profile_past_activity,4175610728,User Profile Past Activity Experiment
2024-08_blocking_voice_states,3896794487,Blocking Voice States (Blocker)
2024-08_collectibles_expiry_modal,1636636786,Collectibles Expiry Experiment
2024-08_content_inventory_analytics_sampling,1274464129,Content Inventory Analytics Sampling
2024-08_content_inventory_entry_signed_hash,1324956790,Check Signature On Content Inventory Embed
2024-08_ctp_dmgdm_list_render__everyone,1907391960,CTP DM/GDM List Render - A/A test - Everyone
2024-08_ctp_dmgdm_list_render__filters,857226402,CTP DM/GDM List Render - A/A test - Filters
2024-08_ctp_dmgdm_list_render__multiple_buckets,727071739,CTP DM/GDM List Render - A/A test - Multiple buckets
2024-08_ctp_dmgdm_list_render__uneven_buckets,2569252158,CTP DM/GDM List Render - A/A test - Uneven buckets
2024-08_ctp_dmgdm_list_render__vanilla_,3781250242,CTP DM/GDM List Render - A/A test - Vanilla
2024-08_dismissible_pip,3654487046,Dismissible Desktop PiP
2024-08_emoji_picker_limit_emojis_experiment,2390760015,"Desktop: Show three rows of emojis per server, with the option to expand"
2024-08_friend_anniversaries,1006930170,Friend Anniversaries
2024-08_halloween_nitro_gifting_campaign,3596515720,Halloween nitro gifting campaign
2024-08_hd_streaming_viewer,1274486444,HD Streaming Viewer Upsell
2024-08_iar_privacy_and_safety_settings_upsells,2629592978,IAR Privacy & Safety Settings Upsells
2024-08_keyword_filter_upsells,3902307858,Language Filter Upsells
2024-08_load_test_guild_recs,1642760143,Guild Recs Load Testing
2024-08_message_attachment_send_failure,408176620,Message Attachment Send Failure Experiment
2024-08_message_forwarding_icon,1378883154,Message forwarding icon change
2024-08_mobile_message_visibility_percentage_calculation,559768860,Mobile Message Visibility Percentage Calculation
2024-08_mobile_perguild_collectibles_edit,2799195304,Mobile Per-guild Collectibles Edit
2024-08_new_gateway_dispatcher,191973690,New Gateway Dispatcher
2024-08_nitro_tenure_rewards_backfill,3782439999,Nitro Tenure Reward Backfill
2024-08_open_platform_app_launcher_holdout,154757202,Open Platform App Launcher Holdout
2024-08_open_platform_link_sharing,1276301734,Open Platform Link Sharing
2024-08_perks_demo_hd_streaming_opt_in_v2,3975306549,HD Streaming
2024-08_premium_user_profile_try_it_out_desktop,2227754805,Try It Out Entry Points
2024-08_premium_user_profile_upsell_desktop,3350499368,User Profile Upsell
2024-08_private_channel_hiding,687045128,Private Channel Hiding
2024-08_quests_separate_decision_endpoint,4064143782,Quests separate decision endpoint
2024-08_reaction_frecency_algorithms,92152290,Reaction Frecency Algorithms
2024-08_reaction_push_notifications_guild,3810214821,In App Notifications for Reactions (Guild)
2024-08_reaction_push_notifications_user,939840210,In App Notifications for Reactions
2024-08_reverse_trial,3433628153,Reverse Trials
2024-08_safety_settings_update,2522510576,Safety Settings Update
2024-08_secure_frames_encryption_guilds_v2,2125168757,Allowing testing DAVE protocol for voice/video (Guilds)
2024-08_self_recent_activity,3657218045,Self Recent Activity Experiment
2024-08_shop_recurring_dc,3175674624,Shop Recurring Dismissible Content Experiment
2024-08_soundboard_refresh,670930559,Soundboard UI Refresh
2024-08_tiered_tenure_badges,882504092,Tiered Tenure Badging
